endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,left,right,social_left,WTP_ITI,leftmoney,rightmoney,greenText,left_more_than_right,matching_prices,social_worthmore,Resume_keys.keys,Resume_keys.rt,key_resp.rt,end_screen_keys.keys,end_screen_keys.rt
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,space,1.0675,space,0.5805,0.01,1,0.489,0,0,0,0,1,seventeen_1,seventeen_1,0,4,0.01,0.01,green,0,1,1,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,1,0.7885,0,1,1,1,1,seventeen_2,seventeen_2,0,5,0.02,0.01,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,1,2.6797,0,2,2,2,1,seventeen_3,seventeen_3,0,6,0.03,0.01,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,1,0.7425,0,3,3,3,1,seventeen_4,seventeen_4,0,1,0.04,0.01,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,2.8093,0,4,4,4,1,seventeen_5,seventeen_5,0,2,0.05,0.01,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,NAN,,NAN,1.53,4.47,,0,84,84,84,1,85,Charlie,Rej,Participant_Images/101/101_Images/101_Image_13.jpeg,liked,1.672012706,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,1.9272,NAN,,NAN,1.53,4.47,,0,85,85,85,1,86,Charlie,Rej,Participant_Images/101/101_Images/101_Image_4.jpeg,did not like,2.50187214,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,5.1287,NAN,,NAN,1.53,4.47,,0,86,86,86,1,87,Charlie,Rej,Participant_Images/101/101_Images/101_Image_11.jpeg,did not like,2.071164779,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,3.1595,NAN,,NAN,1.53,4.47,,0,87,87,87,1,88,Charlie,Rej,Participant_Images/101/101_Images/101_Image_5.jpeg,liked,4.438512181,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,8.2511,NAN,,NAN,1.53,4.47,,0,88,88,88,1,89,Charlie,Rej,Participant_Images/101/101_Images/101_Image_12.jpeg,did not like,2.682944783,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,space,0.5563,space,0.5065,0.01,1,0.3106,0,0,0,0,1,eighteen_1,eighteen_1,0,5,0.01,0.02,green,0,0,1,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,1,1.2193,0,1,1,1,1,eighteen_2,eighteen_2,0,1,0.02,0.02,green,0,1,1,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,1,1.0595,0,2,2,2,1,eighteen_3,eighteen_3,0,2,0.03,0.02,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,1,0.7998,0,3,3,3,1,eighteen_4,eighteen_4,0,4,0.04,0.02,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,2.0211,0,4,4,4,1,eighteen_5,eighteen_5,0,3,0.05,0.02,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,NAN,,NAN,1.68,4.32,,0,89,89,89,1,90,Charlie,Rej,Participant_Images/101/101_Images/101_Image_21.jpeg,did not like,4.51984296,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,0.6964,NAN,,NAN,1.68,4.32,,0,90,90,90,1,91,Charlie,Rej,Participant_Images/101/101_Images/101_Image_3.jpeg,did not like,3.195382774,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,7.449,NAN,,NAN,1.68,4.32,,0,91,91,91,1,92,Charlie,Rej,Participant_Images/101/101_Images/101_Image_10.jpeg,did not like,1.779333479,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,0.4175,NAN,,NAN,1.68,4.32,,0,92,92,92,1,93,Charlie,Rej,Participant_Images/101/101_Images/101_Image_17.jpeg,liked,4.312468682,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,0.9339,NAN,,NAN,1.68,4.32,,0,93,93,93,1,94,Charlie,Rej,Participant_Images/101/101_Images/101_Image_20.jpeg,did not like,4.940433059,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,space,1.7018,space,0.3955,0.01,1,0.3551,0,0,0,0,1,nineteen_1,nineteen_1,0,4,0.01,0.01,green,0,1,1,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,1,3.23,0,1,1,1,1,nineteen_2,nineteen_2,0,5,0.02,0.01,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,1,0.8787,0,2,2,2,1,nineteen_3,nineteen_3,0,6,0.03,0.01,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,1,1.3493,0,3,3,3,1,nineteen_4,nineteen_4,0,1,0.04,0.01,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,2,0.5532,0,4,4,4,1,nineteen_5,nineteen_5,0,2,0.05,0.01,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,NAN,,NAN,1.79,4.21,,0,94,94,94,1,95,Charlie,Rej,Participant_Images/101/101_Images/101_Image_8.jpeg,did not like,3.602308302,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,2.1434,NAN,,NAN,1.79,4.21,,0,95,95,95,1,96,Charlie,Rej,Participant_Images/101/101_Images/101_Image_15.jpeg,liked,4.106391878,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,0.4452,NAN,,NAN,1.79,4.21,,0,96,96,96,1,97,Charlie,Rej,Participant_Images/101/101_Images/101_Image_24.jpeg,liked,3.799433026,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,7.0824,NAN,,NAN,1.79,4.21,,0,97,97,97,1,98,Charlie,Rej,Participant_Images/101/101_Images/101_Image_19.jpeg,did not like,5.246980764,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,156.5673,NAN,,NAN,1.79,4.21,,0,98,98,98,1,99,Charlie,Rej,Participant_Images/101/101_Images/101_Image_7.jpeg,did not like,3.30081769,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,space,0.5267,space,0.304,0.01,1,0.6545,0,0,0,0,1,twenty_1,twenty_1,0,5,0.01,0.02,green,0,0,1,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,1,0.4639,0,1,1,1,1,twenty_2,twenty_2,0,1,0.02,0.02,green,0,1,1,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,1,0.4957,0,2,2,2,1,twenty_3,twenty_3,0,2,0.03,0.02,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,1,4.345,0,3,3,3,1,twenty_4,twenty_4,0,4,0.04,0.02,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,0.5465,0,4,4,4,1,twenty_5,twenty_5,0,3,0.05,0.02,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,3,,5,1.94,4.06,,0,99,99,99,1,100,Charlie,Rej,Participant_Images/101/101_Images/101_Image_14.jpeg,liked,1.661473164,,,,,,,,,,,,,,,,,,,,,,,space,0.9432,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.593
